Tweet,Sentimen
"Bangga bgt bisa bikin kentang mustopa
Pokoknya setiap wfh bisa:
1. Nyapu
2. Ngepel
3. Masak
4. Nyuapin ponakan
Dah cocok la jd istri yg bisa kerja kantor kerja rumahan juga https://t.co/YHKtC08bWJ",1
BKD Bali Ukur Kinerja ASN secara Online https://t.co/7abqlsnuD2 #BKDBali #berita #nusabali #pandemi #ASN #PNS #WFH,1
"4 Cara Cek NIK KTP, Lebih Praktis dengan Layanan Online – suaracom – https://t.co/TGWtiCML7g https://t.co/fJV0iJFGTL",1
"Kami juga mengadakan Kelas Pajak Online untuk #KawanPajak Orang Pribadi berstatus Non Karyawan, lho. Catat tanggalnya ya! 😊

#KelasPajakOnline
#PajakKitaUntukKita
#PajakKuatIndonesiaMaju
#LaporSPT https://t.co/a5dJkynxEA",1
"@hrdbacot Tetep enggak. Lebih milih ninggalin yang gak nyaman, deket rumah/wfh, gaji lebih gede dikit atau sama dari sebelumnya juga gapapa. 
Kalo udah ngerasa gak nyaman tuh susah mincot.",1
"Mamah : ""aduh deh mamah capet banget WFH akhir akhir ini"" 
Gua : ""lah mending, rehan sekolah online setahun udah pusing. Mau adu nasib? Ayok di adu. Yakin menang nih""",0
"""Kolektif"" pembajak buku di online shop. 
Beli buku asli!!! 
Jangan ikut-ikutan maling hasil keringat kelas pekerja perbukuan! https://t.co/9EP2rGsWgs",1
"@TirtoID Mohon maaf bos, kantor saya menerapkan kalau wfh dipotong gajinya. Gmna tuh? Kebutuhan makin banyak tp pendapatan belum seimbang. Alhamdulillah masih diberi penghasilan tp kalau gini caranya ya tekor pak? Kalau di kantor risiko terpapar makin besar. mikir deh dengan kebijakannya",0
"@hrdbacot w semangats klo kerja, wfh atw libur bangke banget gabisa maengame nyantai sambil ngopi",0
"@RainBee14_ @cooheartt @ffffflukeeeee @numberx9th Bu dosen @co0heartt_  coba ini anaknya dikasih kuliah online, suruh belajar mengeja 😭",0
"Lebih cepat sampainya sih emang, tapi gak seseru dulu. Kan sekarang juga udah gak ada materi di kelas, semua serba online. Akhirnya nerima materi kuliah rasanya sambil ngantuk mulu nih, mager
#SabarItuEmas",0
"Walaupun kerja nya wfh dan sedikit ribet, aku tetep sabar eh ternyata hikmahnya gaji ku malah berlipat wkwk ngakak
 #SabarItuEmas💕💕",1
Mantap.karena di rumah tahanan samgat rawan terjadi penularan.kalo pengajar kan masih pada work from home. :v https://t.co/2kiG21AWou,1
"[cm] guys, adakah yg lg ngalami burn out dan quarter life crisis disaat kuliah daring? kalo iya, gimana kalian ngadepinnya? jujur aku capek bgt, jd ngga semangat jg kulonnya.",0
"saya mendukung vaksin
saya mendukung pemulihan ekonomi
cuma kalo bisa konsep wfh tetep dijalankan

#salim",1
@wassupchili Tidur ya besok ada kelas online low,1
Kelas online pertama setelah nganggur 1 semester : https://t.co/mxNDqSBldp,1
Aku saat sudah absen WFH tp suruh WFO https://t.co/iD8DfxOh2R,0
takut kuliah ga sih nanti cara cari temen online gmn masa tiba2 ngechat ngajak kenalan kan gatau tu org tipenya gmn. klo ketemu langsung kan enak :(,0
@clingyybabyyy Yuklah rabu aja rabu aku wfh,1
"@goldeniseu Efek sekolah daring juga deh sepertinya Kak 😔 jadi anak punya HP semuanya, ortu juga gabisa ngontrol. Beda sih, dulu kayaknya kelas 4 HPnya masih yang untuk telpon dan SMS doang kan ya?😂",0
"Kegiatan selama libur : membakar ribuan kalori setiap hari

Kegiatan hari pertama kuliah online : menimbun ribuan kalori

Kok dadi luwean ngene....",0
"Di masa pandemi yang mengharuskan sebagian besar pekerja untuk work from home (WFH), burnout semakin rentan menyerang dan bisa menyebabkan stres akut. https://t.co/CctBdBeYc7",0
"✧ OPEN JASA EDIT DAN DESAIN✧ start ; SD SMP SMA KULIAH, Cus DM atau mention

Design poster, cv, vidio, pricelist, logo olshop, feeds online shop dll bisa banget, sudah mahir di bidang photoshop ya

⸙ ━ Pembayaran via ;
BCA BTN DANA OVO GoPay ShopeePay",1
"@KopBam @NizzarK wkwkwk, aku sebelum WFH 63, paling pol 65,",1
nag WFH yan si Shasha 😂 https://t.co/VCjwbPD0nQ,1
Wfh terus aja plis plis 😂,1
"Semoga webinar besok bisa sedikit membantu meningkatkan motivasi anak-anak deh. Gue punya ade cewe kelas 12 juga jadi gue paham betul rasanya dalam kondisi belajar daring, tugas banyak, belum lg belajar utbk, ditambah gempuran demot, insecurities, dll.",1
"Ia mengatakan membantu anak-anak agar tidak kesulitan dalam pembelajaran secara online,  dijuga berharap pendampingan dan menyediakan fasilitas internet  dapat meringankan beban biaya anak maupun orangtua. https://t.co/YTWeEQewbL",1
"@Kemdikbud_RI @TVRINasional Selamat siang, Yang terhormat @Kemdikbud_RI saya hendak bertanya perihal kuota belajar untuk mahasiswa, bagaimana, ya? Karena jujur, dalam menggunakan kuota pribadi cukup berat. Bahkan, hari ini saya sudah dua kali membeli kuota untuk kuliah daring. Terima kasih sebelumnya🙏",1
"Studi: 70% Karyawan Cemas Soal Privasi Data Saat WFH

#merahputihcom #wfh #privasidata https://t.co/Al52BTycuu",0
"mati lampu daerah kebagusan, pasar minggu... mau sampe kapan nih @pln_123 ? saya gak bisa kuliah online jadinya hari ini",0
"Tanggal 7 aku abis kontrak gatau bakal diperpanjang apa enggak, kalau misal ga diperpanjang aku perlu kekantor lagi ga sih kaya ngurus apa lagi gitu soalnya beberapa bulan ini WFH kr!",1
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI pin:5CC3BF93/WA 089522129703 https://t.co/Zh0BeVWQyj,1
Lowongan Kerja Februari 2021 di CV Rajawali Diesel Semarang – CV Rajawali Diesel membuka lowongan kerja posisi : ONLINE MARKETING (MARKETPLACE) Syarat  CV Pas foto 3×4 Fotocopy KTP Fotocopy KK Kriteria : Pria / Wanita usia 18 – 30… https://t.co/ibnF5csh7o https://t.co/7unxQpMyux,1
"Sebelum pandemi: 50ribu saja karena hanya ada AC dan TV, nyalanya jg malem doang pas pulang kerja sampe tidur
Pas pandemi dan WFH: 250 - 300rb. udah gitu wifi kosan dikurangi. jd kalo lemot, mau ga mau swadaya wifi alias tethering. Tambah lagi deh biaya buat pulsa 🙃 https://t.co/s1EdU1wObw",0
@MochammaL Libur gak libur sama aja kalau tetep kuliah online wkwkwk.,1
mak aku join kelas pun sampai bukak dua device weh laptop dgn fon sekali nak pakai 🤣 yg anak dia ni masuk kelas online pun malas dah masuk tido pulak HAHAAHAHHAHAHAHAH,0
Penguatan Pembelajaran Daring melalui Strategi Mandiri Peserta Didik di WhatsApp Group https://t.co/kkomKDlZo0,1
"@KemenkesRI Pemerintah juga memprioritaskan pekerja transportasi publik yg terdiri dari pekerja tiket &amp; masinis kereta api, pekerja bandara, pilot, pramugari, pekerja pelabuhan, pekerja Trans Jakarta dan MRT, supir bus, kernet, bahkan kondektur, supir taksi, &amp; juga ojek online. @KemenkesRI",1
Antrean Online di Kantor Pajak KPP Pratama Cakung 2 Sering Habis https://t.co/abmMy9DbeL lewat @Warta Viral,1
"hari ini udah ditelfon orang kantor 3x.. pls gue ga pernah ambil wfh, 6/7 dikantor masa minggu ttp diganggu jg 😔😔😔",0
"Nyatanya lo gatau. Proses persiapannya gmn, admin2 sklh lo ttp kerja bahkan kerjaan nambah jd 100x lipat semenjak online, klo kita ga digaji lo pikir kita mau kerja rodi? Klo d kasi milih jg kita lbh suka ngadain kuliah offline, pengeluaran dikit, kerjaan lbh sdikit",0
"@ladobbybobby Alhamdulillah yaa gercep. Bagus bagus. Iffy emang top 😍

Menjelang resign aku mau cepuin tu perusahaan ke disnaker biar nyaho. Lagian dzolim sih. Masa udah ada 4 kasus covid di kantor gadikasi wfh 💔
Sesepele itu nyawa orang buat dia dibandingkan duit 😭",1
Walaupun wfh kita tetap kena wangi2 okayyy,1
"@ezash 50K - 75K /bulan bang. Soalnya wfh, dan nyalain ac kalau malam. Pagi - Sore buka jendela aja, kalau sampe overload ya karena full masak2 di kamar. Ada panci listrik, rice cooker dan charge laptop",1
"@hrdbacot Aku WFH keseringan ga sengaja suka bobo siang cuma 2 jam sih, tau2 pas bangun Uda 20 mscl aja dr boss n temen khehehheeee",1
@RakaArmanN @dittameliaa @ganeca__ wfo atau wfh kak?,1
@andalasfess Bukannya kuliah daring adalah liburan juga tapi dikasih tugas dan zoom sekali sekali?,1
dari kuliah online saya belajar berteman tanpa pilihpilih hehe,1
@gyeoulie_ Kerjaannya gak bisa work from home sama sekali? Paling nggak 50% dari seruangan itu ada yang mesti WFH atau gantian.,0
@sparkleyoongi Makasihhh aka(?)🤲🏻😆 semangat jugaa buat kuliah online nya,1
"Tidur? Apa itu tidur
Besok daring kelas pagi? Apa itu daring

Ayo nong live ig 😍 https://t.co/zJGdUk7kUd",1
enak banget ya ternyata bisa mahamin kuliah online,1
yookkk wfo terus yokk sampe modyar anjip hujan panas debu yok gas terosss kaga ada wfh wfh nya,0
"Gedandapan lagi wfh malah ketiduran, ngecek hp ternyata udh banyak kerjaan :') degdegan",0
"Layanan Mobile JKN mempermudah antrian yaa.. Inilah salah satu bentuk support BPJS Kesehatan dengan memberikan layanan terbaiknya 👍

#BPJSKesehatan #BPJSMelayani 
#GotongRoyongSemuaTertolong
#JKNHadirUntukRakyat

https://t.co/VZbTkbkqUd https://t.co/syAuOVqPgZ",1
"@Ndrews110611 @anakragil867 @fajarnugros Suka suka aja lah.. Rutan KPK itu tahanan premium kok, bukan uyel uyelan macam lapas, tapi disisi lain rakyat biasa bakal berasa envy, koruptor divaksin duluan, sementara yg WFH berbulan bulan masih antri, kemanusiaan dapurmu ndes..",0
"@MoriartyFESS hello nder, aku malah belum sarapan :( keburu kuliah online :((((",0
"@daruprimadii Ada caranya biar ttp wfh, mau tau?",1
"@prkdlx Huum bener Kak, mamaku juga struggle banget selama BDR ini, Mama nge handle 3 anak, yang satunya luring karena TK, yang duanya daring dan keteteran banget, adikku yang kelas 5 belum pegang hp, dan jadinya mamaku pusing banget 😔😔😔",0
"aktifitas hari ini : full daring. padal ceritanya mo me time, lupa kalo sampe sore ada kelas pengganti 💆🏻‍♀️",1
Madiun – Koperasi KPRI KPPDK Lapas Pemuda Kelas IIA Madiun mengadakan Rapat Anggota Tahunan (RAT) secara daring melalui aplikasi Zoom. (25/02) https://t.co/1X4JDR6coV,1
"kuliah online pagi ini.. 
awowkwok https://t.co/bLgTQ0ApY1",1
"Selama kuliah online + corona, jiwa introvert gua menambah ++++++ banget",1
"@worksfess Dulu pas kuliah belajar SAP mumet kalo dah error, apalagi online 😭",0
"Ku yakin, pas kuliah online pun aku gaakan tidur dan main hp, kalo dosennya macem bu marlia dan bu desti",1
"@hrdbacot Yuuukkk di order dulu cireng isi ayam pedas dan varian rasa lain buat nemenin waktu luang kalian pas weekend atau pas wfh cuusss order via dm atau wa 089699177559 ya , loc Cimahi (luar kota bisa pakai ekspedisi) 🙂 https://t.co/VW0PWboc13",1
"selamat pagi, have a nice day..
yang daring, kuliah, kerja, harus semangatt 💜💜💜",1
gaada angin gaada ujan aku disuruh kuliah daring dirumah aja :),1
"Suami gw wfh loh kesannya kek pengangguran. Boro2 patroli socmed, urus olshop aja udah blinger duluan 😅",1
Halo Dosen adakah pengalaman yang unik saat kuliah online?,1
"@aremicstry @tanyainrl Coba deh sekali sekali ikutan jobfair online atau webinar tentang karir atau tanya tanya dibase. Biar ada overview sedikit tentang dunia kerja, jangan lupa asah skill sesuai passion kamu. Sama sama, goodluck!",1
Tak terkecuali dengan pendidikan tinggi. Ada beberapa universitas yang siap mengadakan pembelajaran jarak jauh dan ada yg tidak. Ada yang pelan-pelan berbenah dan juga melihat jangka panjang bahwa belajar daring punya prospek yang baik asal ditunjang dengan saran dan prasarana.,1
@galgad00t Hampir semuanya enak buat WFH,1
"Prediksi gw kayaknya pertengahan tahun banyak perusahaan udah pada full wfo, sebenernya gw udah nyaman bgt selang seling wfh wfo begini kelamaan wfh juga gak enak juga",0
Ksl bgt kuliah daring tuh kalo udah ketiduran dan akhirnya dialfain hehe,0
"halo kak @IndiHome mohon maaf udah dua kali kejadian dalam bulan ini wifinya lampu losnya nyala mulu kali pertama teknisinya dateng ktnya kabelnya putus udh clear kok skrg nyala lagi ya kak? Mohon solusinya kak, kuliah saya padat satu2nya tumpuqn buat daring yg kuat cmn dri wifi",1
"kenapa rasanya hari ini aku agak males WFH..pingin jalan2 :""(
cape di rumah mulu",0
@ferharie @thisisyudhis @jakpost Oww bagi cerita dong Miss pengalaman daring sama very young learners. Penasaran kalau attention mereka keganggu mereka bakal ninggalin kelas atau enggak😅😅,1
kuliah online 🤠👀💯✨❤️ https://t.co/PJpWmoaTHF,1
Legislator PKB Minta Pemerintah Selesaikan Klaim RS yang Belum Dibayarkan https://t.co/xxI14ZjACm,1
"Woahh ganyangka beneran udah mau setahun daring, super kangen kuliah offline",0
@heningryana Jadwal WFH kayak ketupat aja https://t.co/6b2BWjICTS,1
@plsadardong Aku emg gaidup kipas untuk mencegah ngantuk pas kuliah online😭😭😭😭,0
"@munlightr Aku loading banget kamu bilang kulon ternyata kuliah online 🤣🤣
Hayuklah. Kalo kamu udah dijogja meet up yaaa",1
@ditassnti Kirain kan masih betah wfh beb,1
dedek aja wfh. masa ak ngga???? https://t.co/X34E6A0vFt,1
"@munconvo can't blame sih namanya juga daring gini berpotensi bikin loyo. 🚶

Tapi kalo offline harus rajin lagi ya biar gak nyesal di kelas 12 nanti",0
Done WFH for February 2021 uwuuu ✨✨✨ https://t.co/Jwwe4IReyO,1
"Enak Banget, Spotify Tawarkan Pegawainya Kerja Remote dengan Gaji Utuh

https://t.co/8P2d1fEjni

#Spotify #WFH #WorkFromHome #WorkFromAnywhere",1
Jangan buru” nikah kalo ikut kelas online boyok sek panas,0
Lately aku kerap rasa stress. Sakit kepala jangan kata la. Overthinking kot atau mmg aku ada problem . Agaknya sbb terperap wfh lama sgt,0
"[3] diberlakukan.

Ia menjelaskan #PembelajaranTatapMuka (PTM) direncanakan kembali dilaksanakan karena sistem pembelajaran secara daring diakuinya kurang maksimal dibanding dengan Pembelajaran Tatap Muka. Selain itu, menurutnya, kasus #Covid19 di Kabupaten Blitar juga terus",1
"Kuliah skrg online kan ya, mau ambil beda jurusan tp pasti harus matrikulasi, klo offline pasti susah",0
"Bangun pagi, rapi2 kamar, mandi, siap2 kerja (pdhal wfh) pas jam nya mau kerja, males 10000000000000%",0
@capilbrebes @pemkab_brebes @dukcapil_jateng Mf min untuk layanan online pengambilan brkas surat pindah apa iya hrus bwa brkas2Y? Sedang posisi di luar kota trims,1
"@sygfess Temen saya ada yang daftar. Saaya juga mau daftar tapi rapor sem 2 kelas 11 belum jadi ( ya iya laaah. ) 

Tes online kah kak? Yang penting diisi aja kak, jangan ada yang dikosongin, tesnya kayanya sama kaya tes cpns gitu, yang logika gitu.",1
"catatan kuliah offline dan online semester 2 dan 3 ku, semester 1 ada di semarang, semester 4 coming soon, tidak jauh beda masih menerapkan tradisi sejak sd ㅋㅋㅋㅋ https://t.co/rwPy20vb4m https://t.co/zsC45iVpbU",1
"@vliorant @starfess Mau kepoin, tp lg kelas online. Mau tanya2 nanti bole?",1
"@arfrhmnarman @arfrhmnarman Malam, Sahabat.  Perihal pengajuan pencairan dapat dilakukan secara online melalui link  https://t.co/CsLxiQVk7A atau manual ke kantor cabang bank kerja sama yaitu Bank Mandiri, BRI, BNI, BTN, atau BJB. -Mazid",1
"Wfh terus, enak sih gaji jadi utuh tapi kyk kurang gairah aja gitu",1
@ezash Merayakan setahun sistem WFH,1
"📙 KULIAH DHUHA ONLINE BERSIRI 📙 

📅Isnin  |  15 Februari 2021 | Jam 10.00 pagi

Jom sama-sama menonton dan sebarkan kebaikan😊. InsyaAllah. 

https://t.co/8FyagVRCPl via @FacebookWatch",1
"@collegemenfess saran saja.
mungkin bisa di pc satu satu atau bersosialisasi dengan sesama orang tua untuk masalah kegiatan pembelajaran selama daring.",1
@kyojinminjae Kuliah online,1
@pinkypieajadeh Wkakaka list cafe sepi buat wfh yak 🤣 di daerah ngagel banyak niiii,1
( dear maba 2020 gue kasian sama kalian yang masih gak ngerti apa apa karna kuliah daring ),0
Semoga abis vaksin tetep boleh WFH dan tida menjadi alasan bagi pijibit untuk menyuruh umbi WFO tiap hari 🥸 https://t.co/HuyQpbCluK,1
"@andrinuggraha Selamat malam Bpk Andri, utk layanan mandiri online saat ini terpantau normal ya. Kami persilakan mencoba kembali secara berkala dgn melakukan clear chace pada device yg digunakan dan pastikan jaringan data reguler stabil serta tidak menggunakan jaringan wifi. Tks ~ Rafa",1
@wlntkaaa WFH kamu ngapain ajaaa,1
"dulu kalo lembur wfh, kylo pasti nemenin papa https://t.co/QcVZcAK0Xy",1
"Rapat Koordinasi Ujian Akhir, Koordinasi PKL semester IV dan Praktek Laut serta Koordinasi Kegiatan Pembelajaran Jarak Jauh (Daring).
@sjariefwidjaja @bsuprakto @brsdm_kp @Pusdik_KP @Maskurikkp1 @Rochmat92348955 @HenryIskandar2 @KurniaAnjang https://t.co/An5sYcR3Gv",1
"Kalo butuh uang seenggaknya usaha dulu, jualan apa gitu yang online, jadi reseller..
Walaupun 7-15k perhari bisa nambah buat kuliah 😭",1
"setahun lalu ketemu haechan!!!😥 berasa mimpi, tds berasa sekali kedip doang tibatiba wushhh covid wfh dll eh tibatiba juga udah setahun aja 😭😥",0
"LOKER JAKARTA TERBARU: Marketing Online WFH - Marketing Offline di PT. Perencana Dagang Komoditi Internasional
#lok...
https://t.co/FLbiClyFh2",1
"@collegemenfess Offline aja dah, kalo online berasa kuliah 24 jam",0
CAPE BANGET KULIAH ONLINE JUJURRRRRR😭,0
"Tingkatkan kemampuan dengan mengikuti pelatihan kelas online, simak pengalaman aku mengikuti kelas online bersama Skill Academy by Ruang Guru untuk meningkatkan kemampuan #SkillAcademy #RuangGuru
https://t.co/PXFuWC3Pwp",1
"@tubirfess Kalo beneran tatap muka, aku bakal kuliah tahun ini. Krn berdasarkan kondisi aku yg sekarang sambil kerja, kuliah daring tida worth it",0
"@uchatadara Ya kan, seenak-enaknya WFH, tetep enak WFO 😅",0
"@kaaepjjang jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"@Santokent1 @kabarsleman Bisa, Kak. Silahkan akses layanan online dukcapil di laman
https://t.co/JArMc3i2x8",1
"kelas online ini, 10% belajar 90% awkward moment bersama dosen karena mic dan kamera mati semua.",0
"Sebetulnya mengajar bocil2, tapi karna wfh jadi kayak pengangguran😀👍 https://t.co/UpolBt74Vc",1
"Teknisi indihome datang buat benerin internet tetangga, sekarang jadi indihome rumahku yang keputus. @TelkomCare tolong min, kouta saya jebol nih lagi kuliah online masa harus skip kelas nanti jadi absen saya yang jebol",0
"@ARMYTEAMIID @BTS_twt Aku play dari albumnya kak :""
Soalnya tadi ada kelas online 😭
#BeEssential_READY https://t.co/tFOWU3PnGO",0
"Coba Inge di 2019 dikasih tau nanti lo bakal kerja dari rumah FULL. Girang banget pasti kya kya kya.

Setahun kemudian, WFH hampir nggak ada valuenya.",1
@swowwy Hai Kak. Kakak bisa melakukan pembelian ORI019 secara Online melalui https://t.co/hbOH47MhjU ya Kak. Pastikan sebelumnya Kakak sudah registrasi dengan mengunjungi Kantor Cabang BRI terdekat. Dengan senang hati rekan kami akan membantu.,1
